Gender,Age,University,Degree_level,Degree_major,Academic_year,CGPA,Residential_status,Sports_engagement,Average_sleep,Study_satisfaction,Academic_workload ,Academic_pressure,Financial_concerns,Social_relationships,Depression,Anxiety,Isolation,Stress_relief_activities
Female,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.09,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.42,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Data SCience,2nd year,5.73,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Computer Science,1st year,5.53,Off-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.71,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,4th year,6.06,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.9,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,4th year,5.22,On-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Data SCience,1st year,7.32,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Data SCience,4th year,7.97,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Data SCience,3rd year,8.65,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.76,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Data SCience,2nd year,6.03,Off-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.22,Off-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.44,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.76,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.92,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Data SCience,2nd year,8.39,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,4th year,5.75,Off-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Computer Science,2nd year,8.37,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.72,On-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Computer Science,1st year,8.8,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Computer Science,1st year,8.32,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,5.39,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Computer Science,1st year,6.68,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.98,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Data SCience,3rd year,5.48,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Data SCience,4th year,6,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Computer Science,1st year,5.73,On-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Computer Science,3rd year,5.67,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Data SCience,3rd year,7.18,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Data SCience,1st year,6.03,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Data SCience,1st year,7.76,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Data SCience,3rd year,6.55,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,2nd year,8.15,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,2nd year,6.05,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Computer Science,1st year,5.4,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.75,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,1st year,6.16,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,1st year,8.34,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Data SCience,1st year,6.42,On-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Data SCience,4th year,7.93,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Data SCience,3rd year,8.78,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,3rd year,8.1,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Data SCience,3rd year,7.41,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.58,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.7,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Computer Science,3rd year,5.95,Off-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Data SCience,2nd year,8.67,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Data SCience,4th year,8.77,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.36,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Data SCience,3rd year,6.48,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Data SCience,2nd year,6.31,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.05,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.21,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,4th year,6.56,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.9,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Computer Science,1st year,5.46,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Data SCience,3rd year,5.31,Off-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.62,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.61,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Data SCience,1st year,6.29,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,3rd year,7.14,Off-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Computer Science,4th year,5.78,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Data SCience,2nd year,5.72,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.52,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Data SCience,3rd year,7.51,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.68,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.04,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.59,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Data SCience,3rd year,8.97,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Data SCience,2nd year,5.25,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Computer Science,1st year,8.46,Off-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.86,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Data SCience,4th year,6.19,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Data SCience,2nd year,5.25,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Data SCience,2nd year,6.1,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Data SCience,2nd year,6.99,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.93,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,3rd year,7.23,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.06,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Computer Science,4th year,6.76,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Computer Science,2nd year,8.48,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Computer Science,2nd year,8.82,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Data SCience,2nd year,5.31,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Data SCience,2nd year,5.79,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.99,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.44,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,1st year,7.33,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.67,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Data SCience,3rd year,5.77,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.24,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.01,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Computer Science,2nd year,6.34,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Computer Science,4th year,5.32,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Computer Science,1st year,5.83,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Computer Science,4th year,5.9,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Data SCience,2nd year,6.94,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Data SCience,4th year,5.86,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,3rd year,8.66,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Computer Science,3rd year,6.58,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,2nd year,6.15,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.68,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Data SCience,3rd year,5.33,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Computer Science,3rd year,8.38,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Data SCience,2nd year,7.09,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.5,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.26,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Data SCience,4th year,8.2,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Computer Science,4th year,8.03,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,4th year,8.83,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,2nd year,7.22,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Data SCience,2nd year,7.2,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Data SCience,3rd year,5.82,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,4th year,6.99,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.76,Off-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Computer Science,1st year,8.12,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.27,On-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Data SCience,3rd year,6.66,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,3rd year,8.54,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.69,On-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.24,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,1st year,5.51,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.67,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.25,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,1st year,7.95,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Computer Science,1st year,6.16,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,1st year,8.33,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,1st year,5.49,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Data SCience,4th year,7.5,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.36,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Data SCience,2nd year,6.16,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.62,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.51,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,1st year,5.93,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Data SCience,3rd year,5.23,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,4th year,7.02,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.07,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Computer Science,3rd year,8.32,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Data SCience,1st year,6.07,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.16,Off-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,5.21,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.04,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.69,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Data SCience,1st year,8,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Data SCience,4th year,6.69,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.52,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Data SCience,3rd year,7.28,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Computer Science,4th year,5.28,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,1st year,8.39,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.3,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.5,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.64,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.87,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Computer Science,3rd year,7.01,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Computer Science,1st year,5.93,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Computer Science,4th year,8.06,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Data SCience,3rd year,6.64,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,3rd year,7.99,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Data SCience,2nd year,6.2,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Data SCience,4th year,5.67,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.55,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.09,Off-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.4,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.59,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.51,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Data SCience,2nd year,6.65,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.27,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,2nd year,7.6,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Data SCience,3rd year,8.13,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.76,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Data SCience,1st year,7.56,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,3rd year,5.79,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Data SCience,3rd year,5.54,Off-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Computer Science,4th year,6.26,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.42,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Computer Science,3rd year,6.23,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,3rd year,5.36,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Computer Science,2nd year,8.77,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Data SCience,2nd year,5.32,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Computer Science,4th year,7.27,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Data SCience,3rd year,5.58,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Data SCience,3rd year,5.7,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Data SCience,1st year,8.38,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,2nd year,8,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.43,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.57,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.8,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,5.22,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,4th year,6.75,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.35,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.07,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.79,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Data SCience,1st year,6.64,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Computer Science,1st year,8.67,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,2nd year,6.8,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Data SCience,3rd year,8.2,Off-Campus,,,,,,,,,,,
